Data,Wave
0.511040985584259,1163.91
0.5118110179901123,1167.23
0.5092989802360535,1170.55
0.5132259726524353,1173.87
0.5104578733444214,1177.19
0.5076879262924194,1180.51
0.5129490494728088,1183.83
0.5127707123756409,1187.15
0.509766161441803,1190.47
0.5088251233100891,1193.79
0.513681948184967,1197.11
0.5130974650382996,1200.43
0.508650541305542,1203.75
0.515766978263855,1207.07
0.5174494981765747,1210.39
0.512759804725647,1213.71
0.5147250294685364,1217.03
0.5148801803588867,1220.35
0.5201127529144287,1223.67
0.5193456411361694,1226.99
0.5183568596839905,1230.31
0.5219751596450806,1233.63
0.5247650742530823,1236.95
0.522292971611023,1240.27
0.5327221751213074,1243.59
0.5198094248771667,1246.91
0.5353432893753052,1250.23
0.52173912525177,1253.55
0.5495403409004211,1256.87
0.5350966453552246,1260.19
0.5411615967750549,1263.51
0.5389890670776367,1266.83
0.5524581670761108,1270.15
0.5452242493629456,1273.47
0.5641290545463562,1276.79
0.5400854349136353,1280.11
0.5572732090950012,1283.43
0.5518903732299805,1286.75
0.5626124739646912,1290.07
0.5525113940238953,1293.39
0.5577991008758545,1296.71
0.5534989833831787,1300.03
0.5591070652008057,1303.35
0.5563470125198364,1306.67
0.5646224021911621,1309.99
0.5528249144554138,1313.31
0.5636780261993408,1316.63
0.556601345539093,1319.95
0.562196671962738,1323.27
0.5529261827468872,1326.59
0.5567581057548523,1329.91
0.5478172898292542,1333.23
0.5488607883453369,1336.55
0.5391061305999756,1339.87
0.5309801697731018,1343.19
0.519713282585144,1346.51
0.5188679099082947,1349.83
0.5169095396995544,1353.15
0.5206704139709473,1356.47
0.5141677856445312,1359.79
0.5187414288520813,1363.11
0.5183684229850769,1366.43
0.5141333341598511,1369.75
0.5108262300491333,1373.07
0.5118181705474854,1376.39
0.5138351917266846,1379.71
0.5111676454544067,1383.03
0.5076530575752258,1386.35
0.5079771876335144,1389.67
0.5049309730529785,1392.99
0.5005485415458679,1396.31
0.4993111193180084,1399.63
0.5028278827667236,1402.95
0.49636805057525635,1406.27
0.49868902564048767,1409.59
0.5010632872581482,1412.91
0.49714285135269165,1416.23
0.501700222492218,1419.55
0.501666247844696,1422.87
0.49831563234329224,1426.19
0.5016645193099976,1429.51
0.5021755695343018,1432.83
0.5048543810844421,1436.15
0.5096674561500549,1439.47
0.510277509689331,1442.79
0.5042102336883545,1446.11
0.5078679919242859,1449.43
0.5089987516403198,1452.75
0.5167717337608337,1456.07
0.5110143423080444,1459.39
0.5094099640846252,1462.71
0.49961647391319275,1466.03
0.51968914270401,1469.35
0.5030580759048462,1472.67
0.5145186185836792,1475.99
0.513198733329773,1479.31
0.5100177526473999,1482.63
0.5072833895683289,1485.95
0.51402348279953,1489.27
0.5047253966331482,1492.59
0.513218104839325,1495.91
0.5052712559700012,1499.23
0.5052255988121033,1502.55
0.5040836930274963,1505.87
0.5089331269264221,1509.19
0.5062451958656311,1512.51
0.5062261819839478,1515.83
0.5042210221290588,1519.15
0.5070242881774902,1522.47
0.5051334500312805,1525.79
0.5081967115402222,1529.11
0.5043995976448059,1532.43
0.5084658861160278,1535.75
0.5032442212104797,1539.07
0.5056877136230469,1542.39
0.5079947710037231,1545.71
0.5080310702323914,1549.03
0.5104602575302124,1552.35
0.5095607042312622,1555.67
0.5080751776695251,1558.99
0.5064085721969604,1562.31
0.5118952393531799,1565.63
0.5101117491722107,1568.95
0.5062432289123535,1572.27
0.5107353925704956,1575.59
0.5115131735801697,1578.91
0.51029372215271,1582.23
0.5121068954467773,1585.55
0.5116472840309143,1588.87
0.5120635628700256,1592.19
0.5100222826004028,1595.51
0.5084309577941895,1598.83
0.511123776435852,1602.15
0.5134189128875732,1605.47
0.5102335214614868,1608.79
0.5081772208213806,1612.11
0.5144543051719666,1615.43
0.5076034069061279,1618.75
0.5136612057685852,1622.07
0.5157894492149353,1625.39
0.5159294605255127,1628.71
0.5125356912612915,1632.03
0.5151321887969971,1635.35
0.513602077960968,1638.67
0.5120581388473511,1641.99
0.519604504108429,1645.31
0.5228373408317566,1648.63
0.514684796333313,1651.95
0.51835697889328,1655.27
0.5127609968185425,1658.59
0.5161158442497253,1661.91
0.5125335454940796,1665.23
0.510172963142395,1668.55
0.514029860496521,1671.87
0.5163352489471436,1675.19
0.5137693881988525,1678.51
0.51893550157547,1681.83
0.5230582356452942,1685.15
0.513031542301178,1688.47
0.5080385804176331,1691.79
0.5327433347702026,1695.11
0.5269461274147034,1698.43
0.5076923370361328,1701.75
0.5196078419685364,1705.07
0.5039578080177307,1708.39
0.5103857517242432,1711.71
